id produs 1; nume produs 1;id produs 2; nume produs 2;nume categorie
1155506;Teoria Muzicii (Principiile) - Augustin Bena;6047904;Teoria muzicii. Principiile;Carti
1155530;Manual de vioara vol. III - anexa - Geanta-Manoliu;6076559;Manual de vioara vol. III - Anexa;Carti
1155535;Manual de vioara vol. IV - anexa - Geanta-Manoliu;6018488;Manual de vioara vol. IV;Carti
1162520;Scaderea distractiva de la 0 la 10 - Mara Neacsu;6042842;Matematica e usor de invatat cu SCADEREA DISTRACTIVA DE LA 0 LA 10;Carti
1162537;Mie pofta! Ce ma fac? - Doreen Virtue;6025979;Mi-e pofta! Ce ma fac? Cauzele emotionale ale poftelor alimentare;Carti
1162589;Printese.Bloc de colorat. - Andreea Chele;6047676;Printese - bloc de colorat;Carti
1162615;Momente si schite - I.L. Cargiale;6017732;Momente si schite;Carti
1162616;Legumele.Cartonata - Toma Costinel Daniel;6047659;Legumele (cartonata);Carti
1162667;Fluturi, carte de colora;6090138;Hai sa coloram cu Nicol - Fluturi - Bloc de colorat;Carti
1162670;Educarea spirituala a copiiilor - Peggy Joy Jenkins;6036531;Educarea spirituala a copiilor;Carti
1163722;Ora de Matematica. Cls. A 7-A. Sem. Al Ii-Lea - Petre Nachila;6822811;Ora de matematica, clasa a VII-a, semestrul al II-lea;Carti
1163730;Ora de Matematica. Cls. A 6-A - Petre Nachila;6046423;Ora de matematica clasa a VI-a;Carti
1163732;Ora de Matematica. Cls. A 5-A - Petre Nachila;6048408;Ora de matematica. Culegere pentru clasa a V-a;Carti
1163735;Matematica. Clasa Pregatitoare - Oana Dirlau;6042427;Matematica. Fise pentru copii isteti - clasa pregatitoare;Carti
1163738;Istorie. Ghid de Pregatire pentru Examenul de Bacalaureat - Liviu Lazar;6020206;Istorie. Ghid de pregatire intensiva pentru examenul de bacalaureat;Carti
1163740;Economie. Ghid de Pregatire pentru Ex. de Bacalaureat - Floriana Pana;6045431;Economie - Ghid de pregatire intensiva pentru examenul de bacalaureat;Carti
1164230;Pisici Razboinice 5 - O cale primejdioasa - Hunter Erin;8002300;Pisicile razboinice. Cartea a V-a - O cale primejdioasa;Carti
1166294;Minispete V.1 - Coord Mihail Udroiu;7921617;Minispete. Vol. I. Drept civil;Carti
1166295;Minispete V.3 - Coord Mihail Udroiu;7896980;Minispete. Vol. III. Drept penal;Carti
1166301;Manifest pentru Motivatie, 9 declaratii pentru a-ti Revendica Puterea Personala - Brendon Burchard;7956230;Manifest pentru motivatie. 9 declaratii pentru a-ti revendica puterea personala;Carti
1166302;Go-Giver-o Scurta Istorie despre o Idee Remarcabila de Afaceri - Bob Burg si John David Mann;7956233;Go-Giver. O scurta poveste despre o idee remarcabila de afaceri;Carti
1166356;Si am privit cu totii spre cerÉ - Tommy Wallach;8017369;Si am privit cu totii spre cer...;Carti
1166772;Frumoasa din padurea adormita - ISCE.II;6079225;Invat sa citesc in limba engleza - Frumoasa din Padurea Adormita;Carti
1166773;Pestisorul de aur;6015223;Invat sa citesc in limba engleza - Pestisorul de aur;Carti
1166850;Memorator de geografie. Clasa a V-a;6010293;Memorator de geografie - suport pentru invatarea lectiilor (clasa a V-a);Carti
1166852;Memorator de geografie. Clasele a VI-a, a VII-a;6038138;Memorator de geografie - suport pentru invatarea lectiilor (clasele a VI-a si a VII-a);Carti
1166854;Memorator de geografie. Clasa a VIII-a;6090008;Memorator de geografie - suport pentru invatarea lectiilor (clasa a VIII-a);Carti
1166856;Memorator de fizica. Clasa a VIII-a;6044210;Memorator de fizica - suport pentru invatarea lectiilor (clasa a VIII-a);Carti
1166858;Memorator de biologie. Clasele a V-a , a VI-a;6727483;Memorator de biologie - suport pentru invatarea lectiilor (clasele a V-a si a VI-a);Carti
1168869;Lectura si intelegerea textului. Caiet de lucru pentru clasa a II-a;6044624;Lectura si intelegerea textului (Caiet de lucru. Clasa a II-a);Carti
1168902;POVESTILE MATEMATICII. CULEGERE DE PROBLEME PENTRU CLASA I;6022466;Caiet de matematica. Culegere de probleme pentru clasa I;Carti
1169577;Parinti in pragul crizei de nervi. Cum gestionam conflictele zilnice dintre noi si copii;7579122;Parinti in pragul crizei de nervi. Cum gestionam conflictele zilnice dintre noi si copii;Carti
1169579;Popoare ale planetei Pamant. Diferite... dar egale;6008254;Popoare ale planetei Pamant. Diferite... dar egale;Carti
1169581;Triumful inimii. Iertarea intr-o lume neiertatoare;7896932;Triumful inimii. Iertarea intr-o lume neiertatoare;Carti
1169584;Misiune secreta. Cazuri reale ale fortelor speciale din 16 tari;7389471;Misiune secreta. Cazuri reale ale fortelor speciale din 16 tari;Carti
1169860;Pregatirea oentru Scoala . 5-6 ani. Reeditare;6018608;Pregatirea pentru scoala 5-6 ani;Carti
1169868;Invatam sa Desenam - L. Danilov. Reeditare;6048429;Invatam sa desenam (5-7 ani);Carti
1169873;Lumea din Plastilina. Activitati 3-5 ani. Micul Artist Plastic.;6049774;Lumea din plastilina. Activitati 3-5 ani;Carti
1169876;Figuri Geometrice. Activitati 3-5 ani. Micul Artist Plastic.;6049297;Figuri geometrice. Activitati 3-5 ani;Carti
1169888;Tainele Naturii. 5-6 ani. Ed a II-a;6045471;Scoala celor 7 pitici. Tainele naturii - activitati pentru copiii de la 5 la 6 ani;Carti
1170721;Pachet Contele de Monte-Cristo (4 Vol);7921822;Contele de Monte-Cristo (4 volume);Carti
1170749;Vapaia din bratele lui - Johanna Lindsey;7897384;Vapaia din bratele lui;Carti
1170759;Ross Poldark. Inceputuri - Winston Graham;7579115;Ross Poldark - Inceputuri;Carti
1170806;Fabuloasa Poveste a lui Joshua Perle - Timothee De Fombelle;7897182;Fabuloasa poveste a lui Joshua Perle;Carti
1170808;Omul Ilustrat - Ray Bradbury;7897006;Omul Ilustrat;Carti
1170811;Tinutul Tantarilor - David Arnold;7903644;Tinutul tantarilor;Carti
1170813;Pasare Cantatoare - Kathryn Erskine;7897398;Pasare cantatoare;Carti
1170816;Umilirea Publica In Era Internetului - Jon Ronson;7921837;Umilirea publica in epoca internetului;Carti
1170822;Nu Cred in Sfarsitul Lumii - Antoaneta Ralian;7897236;Nu cred in sfarsitul lumii;Carti
1170829;Lupul din Umbra - Tony Hillerman;7897432;Lupul din umbra;Carti
1170830;Vanatorul - Richard Stark;7921840;Vanatorul;Carti
1170848;Gainusa care Voia sa Zboare - Sun-Mi Hwang;7897217;Gainusa care voia sa zboare;Carti
1170850;Hotul Fulgerului (Cartile De Aur) - Rick Riordan;7164257;Hotul fulgerului;Carti
1170855;Palaria Vrajitorului - Tove Jansson;7902727;Palaria Vrajitorului;Carti
1170857;Tom Gates 4 - Idei Geniale - Liz Pichon;7897131;Tom Gates. Idei geniale (uneori);Carti
1170858;Raymie Nightingale - Kate Dicamillo;7897133;Raymie Nightingale;Carti
1170859;Pippi Sosetica (Cartile De Aur) - Astrid Lindgren;7897178;Pippi Sosetica | Cartile de aur ale copilariei;Carti
1170876;Tuck Pentru Totdeauna(Cartile De Aur) - Natalie Babbitt;7897004;Tuck pentru totdeauna | Cartile de aur ale copilariei;Carti
1170880;Manusa - Jan Brett;7897183;Manusa;Carti
1170881;Povestea Frindelului - Andrew Clemens;7734823;Povestea frindelului (necartonata);Carti
1170883;Minunea ( Cartile De Aur) - R.J. Palacio;7897095;Minunea;Carti
1170884;Rostogol Merge Acasa - Lavinia Braniste;7902719;Rostogol merge acasa;Carti
1171064;Misterul de Craciun - Jostein Gaarder;6031384;Misterul de Craciun;Carti
1171065;Povesti de moarte si de sange - Ricardo GŸiraldes;6102410;Povesti de moarte si de sange;Carti
1171067;Frida Kahlo - Christina Burrus;6006684;Frida Kahlo;Carti
1171070;India clasica - Thierry Zephir & Amina Okada;6091569;India clasica;Carti
1171072;Nu sunt fraierul nimanui, vol 2 - Richard Russo;6039678;Nu sunt fraierul nimanui vol.1;Carti
1171096;Orasul ingerilor - Christa Wolf;6102746;Orasul ingerilor;Carti
1171099;Povestea Bernardei Soledade - Raymundo Carrero;6104105;Povestea Bernardei Soledade;Carti
1171101;Suferinta - Hande Altayli;6047062;Suferinta;Carti
1171106;Epidemia romantica - _brahim Altun;6159992;Epidemia romantica;Carti
1171108;Simfonie in alb - Adriana Lisboa;6013385;Simfonia in alb;Carti
1171117;Philip si ceilalti - Cees Nooteboom;6102119;Philip si ceilalti;Carti
1171123;Ultimul om - Mary Shelley;6103359;ULTIMUL OM;Carti
1171124;Mobius Dick - Andrew Crumey;6101960;Mobius Dick;Carti
1171125;Hazliile ispravi ale nepotului lui Juan  Moreira - Ricardo Payr—;6101137;Hazliile ispravi ale nepotului lui Juan Moreira;Carti
1171126;Marianela - Benito Perez;6039788;Marianela;Carti
1171135;Educatie siberiana  - Nicolai Lilin;6046287;Educatie siberiana;Carti
1171137;O calatorie in India - Gonalo M. Tavares;6087790;O calatorie in India;Carti
1171139;Pana de dinozaur - Sissel-Jo Gazan;6100987;Pana de dinozaur;Carti
1171160;Iubire - Hanne ¯rstavik;6042186;Iubire;Carti
1171163;Femeile nu-si dau seama - Boris Vian;6038923;Femeile nu-si dau seama;Carti
1171165;Max si felinele - Moacyr Scliar;6101297;Max si felinele;Carti
1171167;Speranta: o tragedie - Shalom Auslander;6091572;Speranta: o tragedie;Carti
1171174;Vizionare - Lars Saabye Christensen;6042445;Vizionare;Carti
1171178;Mortile lui Quincas Berro Dagua Batr‰nii marinari - Jorge Amado;6090451;Mortile lui Quincas Berro Dagua. Batranii marinari;Carti
1171183;Lowboy - John Wray;6050394;Lowboy;Carti
1171186;Rakushisha - Adriana Lisboa;6149294;RAKUSHISHA;Carti
1171187;O seara la club - Cristian Gailly;6102365;O seara la club;Carti
1171189;Iarba rosie - Boris Vian;6044848;Iarba rosie;Carti
1171199;Saizeci de povestiri - Donald Barthelme;6101219;Saizeci de povestiri;Carti
1171210;Ucigasul - Patricia Melo;6102558;Ucigasul;Carti
1171215;Fata tacuta - Peter H¿eg;6062844;Fata tacuta;Carti
1171218;Istorii despre literatura si orbire - Juli‡n Fuks;6050347;Istorii despre literatura si orbire;Carti
1171226;Maine in batalie sa te gandesti la mine - Javier Mar’as;6046811;Maine in batalie sa te gandesti la mine;Carti
1171234;Nuvele inedite - Boris Vian;6045989;Nuvele inedite;Carti
1171235;Sfarsitul povestii - Lydia Davis;6091389;Sfarsitul povestii;Carti
1171236;Miscarea pendulara - Alberto Mussa;6048226;Miscarea pendulara;Carti
1171241;Greutatea umbrei - Raimundo Carrero;6047094;Greutatea umbrei;Carti
1171248;Vaduvele de joi seara - Claudia Pi–eiro;6103574;Vaduvele de joi seara;Carti
1171269;Problema umana - Francois Emmanuel;6048296;Problema umana;Carti
1171276;Glasul marii - Manuel Vicent;6039104;Glasul marii;Carti
1171277;Labirintul lumii, vol 3, Eternitatea - Marguerite Yourcenar;6038810;Labirintul lumii (III) Ce? Eternitatea;Carti
1171279;Puntea suspinelor vol.1, 2 - Richard Russo;6062282;Puntea suspinelor vol.1-2;Carti
1171284;Labirintul lumii, vol 1, Pioase amintiri - Marguerite Yourcenar;6009444;LABIRINTUL LUMII (VOL 1 - PIOASE AMINTIRI);Carti
1171286;Judecatorul si calaul sau - Friedrich Durrenmatt;6103334;Judecatorul si calaul sau;Carti
1171287;Gradina, cenusa - Danilo Kis;6018198;GRADINA, CENUSA;Carti
1173838;Lumea ”n Si bemol -Dan Grigore de vorb_ cu Dia Radu;7212582;Lumea in Si bemol;Carti
1175056;Manual Clasa a XII-a. Filosofie - Ioan N. Rosca, Codruta Sorina Missbach, Gabriel Ion;6015510;Filosofie Tip B. Manual pentru clasa a XII-a;Carti
1175058;Manual Clasa a XII-a. Matematica - Gina Caba, Neculai I. Nedita;6044658;MATEMATICA M2 Manual pentru clasa a XII-a;Carti
1175077;Manual Clasa a XII-a. Engleza L1 - Doina Milos, Roxana Marin;6060766;Limba Engleza L1 - manual pentru clasa a XII-a;Carti
1175081;Manual Clasa a XII-a. Chimie - Georgeta Tanasescu, Maria Negoiu;6040872;Chimie C1 - Manual pentru clasa a XII-a;Carti
1175255;Manual Clasa a XI-a. Stiinte - Mohan - A. Ghita , A.-M. Igretiu, Gheorghe Mohan, A.Petrescu;6043674;STIINTE. MANUAL PENTRU CLASA A XI-A;Carti
1175258;Manual Clasa a XI-a. Religie - Lemeni - Adrian Lemeni, Jean Nedelea, Georgian Paunoiu, silviu Tudose;6019415;Religie - Cultul Ortodox. Manual pentru clasa a XI-a;Carti
1175264;Manual Clasa a X-a. Fizica - Octavian Rusu, Livia Dinica, Adrian Galbura;6115547;Fizica - manual pentru clasa a X-a;Carti
1175271;Manual Clasa a X-a. Istorie - Alexandru Barnea, Vasile Manea, Eugen Palade, Mihai Stamatescu, Bogdan Teodorescu;6051653;Istorie - manual pentru clasa a X-a;Carti
1175300;Manual Clasa a VIII-a. Geografie - Octavian Mandrut;6036134;Geografia Romaniei. Manual pentru clasa a VIII-a;Carti
1175302;Manual Clasa a VIII-a. Cultura civica - Mirela Liana Lacatus, Mihaela Penu Puscas;6044445;Cultura civica. Manual clasa VIII-a;Carti
1175320;Manual Clasa a VII-a Istorie - Florin Constantiniu, Norocica Cojescu, Alexandru Mamina;6026397;ISTORIE (Manual pentru clasa a VII-a);Carti
1175324;Manual Clasa a VII-a. Limba si Literatura Romana - Marin Iancu, A. Gh. Olteanu, Ana Tulba;6035782;LIMBA ROMANA (Manual pentru clasa a VII-a);Carti
1175329;Manual Clasa a VII-a. Geografie - Octavian Mandrut;6015917;Geografia continentelor extraeuropene. Manual pentru clasa a VII-a;Carti
1175341;Manual Clasa a VI-a. Geografie - Octavian Mandrut, silviu Negut;6025774;Geografia continentelor - Europa. Manual pentru clasa a VI-a;Carti
1175349;Manual Clasa a IX-a Biologie - Gheorghe Mohan, Aurel Ardelean, Gabriel Corneanu;6030649;BIOLOGIE - manual pentru clasa a IX-a;Carti
1175352;Manual Clasa a IX-a. Limba si Literatura Romana - Eugen simion, Florina Rogalski, Daniel Cristea-Enache, Andrei Grigor;6075727;Limba si literatura romana - manual pentru clasa a IX-a;Carti
1175356;Manual Clasa a IX-a. Istorie - Alexandru Barnea, Vasile Manea, Mihai Stamatescu, Bogdan Teodorescu;6050820;Istorie - manual pentru clasa a IX-a;Carti
1175371;Manual Clasa a IX-a. Geografie - Octavian Mandrut;6022051;Geografie fizica. Manual pentru clasa a IX-a;Carti
1175372;Manual Clasa a IX-a. Franceza L2 - Doina Groza, Gina Belabed, Claudia Dobre, Diana Ionescu;6041833;Limba franceza L2 - manual pentru clasa a IX-a;Carti
1175385;Manual Clasa a II-a Comunicare in Limba Romana + CD - 2 Volume - Maria Emilia Goian, Lucia Minchevici, Iulia Preda;6048845;Comunicare in limba romana. Manual pentru clasa a II-a (Partea I + Partea a II - a);Carti
1176052;Sinteze 12-Istoria Romanilor ed.2 -  Nicolae Paraschiv;6054555;Istoria romanilor. Sinteze de istorie pentru clasa a XII-a. Bacalaureat 2013;Carti
1176081;Tehnologia informatiei si a comunicatiilor, sisteme de gestiune a bazelor de date TIC 4 clasa a XII-a -  Mihaela Garabet, Ion Neacsu;6059381;Tehnologia informatiei si a comunicatiilor -TIC 4 (manual pentru clasa a 12-a);Carti
1176089;Informatica clasa a XII-a - Alin Burta;6042643;INFORMATICA - manual pentru clasa a 12-a;Carti
1176107;Limba germana L3. Manual clasa a XI-a - JŸrgen Weigmann, Karl Heinz Bieler, Sylvie Schenk;6007309;LIMBA GERMANA (DEUTSCH INTERNATIONAL 3). MANUAL PENTRU CLASA a XI-a (L3);Carti
1176272;Fizica. Ghidul profesorului clasa a VI-a - George Enescu, Christopher Clark, Iulian Grindei, Mircea Nistor, Mircea Rusu;6050203;FIZICA. GHIDUL PROFESORULUI - CLASA a VI-a;Carti
1176281;English G 2000. Manual de limba engleza (anul I de studiu, limba a doua) - Barbara Derkow Disselbeck, Allen J. Woppert, Laurence Harger;6086562;ENGLISH G 2000. MANUAL DE LIMBA ENGLEZA PENTRU CLASA a V-a (anul I de studiu, limba a doua);Carti
1176286;Tilly and fogg. Manual de limba engleza pentru clasele IÐII - Elena Gardescu, Cristina Vasile;6007804;Tilly and Fogg. Manual de limba engleza pentru clasele I-II;Carti
1178164;Pielea de magar - Repovestire de Mariana Trifan;6049149;Pielea de magar;Carti
1178168;Toiagul fermecat - Repovestire de Mariana Trifan;6026755;Toiagul fermecat;Carti
1178174;Pasarile pe intelesul copiilor - Emilie Beaumont, Raphaelle Chauvelot;6027531;Pasarile pe intelesul copiilor;Carti
1178177;Maimutele pe intelesul copiilor - Emilie Beaumont, Raphaelle Chauvelot;6009710;Maimutele pe intelesul copiilor;Carti
1178193;Lada de comori a lui Barbarosa - Gerry Bailey, Karen Foster;6007285;Lada de comori a lui Barbarossa;Carti
1178196;Moneda Cleopatrei - Gerry Bailey, Karen Foster;6011796;Moneda Cleopatrei;Carti
1178198;Palaria lui Napoleon - Gerry Bailey, Karen Foster;6008398;Palaria lui Napoleon;Carti
1178203;Telescopul lui Galileo - Gerry Bailey, Karen Foster;6012452;Telescopul lui Galileo;Carti
1178205;Securea lui Sitting Bull - Gerry Bailey, Karen Foster;6015470;Securea lui Sitting Bull;Carti
1178210;Micii europeni - Nicole Lambert;6045015;Micii europeni;Carti
1178212;Tari bogate, tari sarace - Gerry Bailey, Felicia Law;6040255;Tari bogate, tari sarace;Carti
1178217;Poezii - Anton Pann;6115561;Anton Pann - POEZII;Carti
1178220;Savanele africane - Christina Longman;6048419;Savanele africane;Carti
1178234;Sherlock Holmes si printesa araba - John North;6133923;Sherlock Holmes si printesa araba;Carti
1178239;Povesti - Alexandru Mitru;6088490;Povesti Alexandru Mitru (Colectia Tezaur);Carti
1178244;In tara legendelor - editie cartonata;6038247;In tara legendelor;Carti
1178859;"Tratat de Management Educational pentru invatamantul Primar si Prescolar - Musata-Dacia Bocos; Ramona Radut-Taciu; Olga Chis (Coord.)";6050757;Tratat de management educational pentru invatamantul primar si prescolar;Carti
1178908;Ioan Es. Pop. Opera Poetica - Ioan Es. Pop;7897500;Opera poetica - Ioan Es. Pop;Carti
1178910;Liviu Ioan Stoiciu. Opera Poetica. Vol. I - Liviu Ioan Stoiciu;7903671;Opera poetica - Liviu Ioan Stoiciu (volumul 1);Carti
1178914;"Printesa Plictisita - Maria Jesus Lorente; Il. de Antonio Lorente";7902707;Printesa plictisita;Carti
1178930;In Tara Imparatului Dragon. Portalul Magic nr. 14 - Mary Pope Osborne;7921714;In Tara Imparatului Dragon. Portalul magic nr. 14;Carti
1178932;vacanta in Orasul Vulcanului. Portalul Magic nr. 13 - Mary Pope Osborne;7897046;Vacanta in orasul vulcanului. Portalul magic nr. 13;Carti
1178934;"Printesa si Dragonul - Robert Munsch; Il. de Michael Martchenko";7897057;Printesa si dragonul;Carti
1178937;"Micutul Eu-Sunt-Eu - Mira Lobe; Il. de Susi Weigel";7921737;Micutul Eu-Sunt-Eu;Carti
1178941;Poeme Carnivore - Costel Suditu;7897528;Poeme carnivore;Carti
1178956;Si moartea scrie uneori Poeme - Adela Ifrim;7897472;Si moartea scrie uneori poeme;Carti
1178958;Orasul Alb - Ioan Barb;7897495;Orasul alb;Carti
1178969;Nimeni, El singur - Mihai Gheorghe (Pseud. Mihai Amaradia);7897521;Nimeni, el singur;Carti
